time,HD_S14,HD_S13,HD_S11,HD_S12,HD_S10,HD_S16,HD_S15,HD_S17,HD_S8,HD_S4,HD_S5,HD_S6,HD_S3,HD_S7,HD_S2,HD_S1,HD_S18,HD_S19,HD_S20,HD_S9
31.00000000000,21.37215521,22.24558306,21.29743074,22.04960088,25.64549546,23.02973854,19.05808187,13.92248101,30.04761440,34.44368761,34.11959332,33.77634337,35.21971390,32.35098332,37.38832060,39.07129322,13.33689161,12.82671679,9.028451529,40.57416632
32.00000000000,21.31959763,22.18596478,21.25834850,22.00019229,25.58660489,22.78179297,19.02927746,13.87213951,30.01600786,34.41529241,34.08812738,33.74018909,35.19116650,32.33057927,37.37289564,39.07246503,13.29285522,12.78792208,9.019890640,40.54716768
33.00000000000,21.39124952,22.27104374,21.32781573,22.07698052,25.73712414,23.08341931,19.08284128,14.04834683,30.05478294,34.47535836,34.15421919,33.81152453,35.26729466,32.36189863,37.43678956,39.14744341,13.46584147,12.96335900,9.245291989,40.58231503
34.00000000000,21.16385404,21.63774883,13.76823427,18.20112180,19.79351627,22.63171132,19.05640063,14.02216588,30.02858897,34.44797206,34.12347552,33.77693043,35.23600328,32.34500625,37.41579008,39.13168970,13.44432842,12.94636008,9.252074714,40.56120653
35.00000000000,21.20151269,21.64368991,13.33846383,17.97108922,19.05827582,22.87162716,19.09683701,14.11709860,30.06894197,34.49221502,34.17316882,33.83345542,35.28446225,32.37377236,37.44555198,39.14630596,13.53170639,13.02834809,9.320309132,40.59736143
36.00000000000,21.17573218,21.61403514,13.26734382,17.91255042,18.95991415,22.75167508,19.07232950,14.07776412,30.03119493,34.44775764,34.13072926,33.79398755,35.23410852,32.34669747,37.38591141,39.07527740,13.49888375,13.00126754,9.325335154,40.57316360
37.00000000000,21.14458360,21.56661887,13.21762181,17.87615645,18.76387694,22.66731712,19.08093607,14.10013490,30.05522766,34.45372657,34.12739804,33.78161756,35.22838790,32.35863210,37.40186528,39.08345881,13.51796282,13.01821313,9.328131092,40.57801135
38.00000000000,21.35702614,22.29635127,22.89659830,22.78799739,26.36480648,22.86838759,19.02310179,13.80356524,30.00697886,34.25980146,33.96590882,33.64650625,35.01779342,32.29401745,37.24462975,39.09488107,13.22815469,12.73233873,9.316198548,40.55222468
39.00000000000,21.40862097,22.40115687,23.42702917,23.13538525,27.39305740,22.97360806,19.02182132,13.75511827,30.01551717,34.26884737,33.97585709,33.65739405,35.02981552,32.29907121,37.25683123,39.11099193,13.17811359,12.67865690,9.230594431,40.56081949
40.00000000000,21.33576297,22.33803369,23.43300312,23.12217612,27.46714558,22.56903385,18.39239871,10.97415164,30.01162876,34.25460280,33.96066680,33.64214795,35.00803061,32.29421491,37.23296885,39.07315733,10.19932958,10.32088465,8.793955645,40.55565476
41.00000000000,21.35045759,22.35467914,23.45365121,23.14948421,27.47858595,22.62720584,18.36796252,10.87900577,30.04517036,34.27844459,33.98392769,33.66628317,35.02742790,32.31440392,37.24828872,39.07088425,10.10750079,10.23403188,8.731663905,40.57835893
42.00000000000,21.26110789,22.25517488,23.38270794,23.06152337,27.36905294,22.21635789,18.25479102,10.68716013,29.98515528,34.20894796,33.91126710,33.59000150,34.94796099,32.27193227,37.17653371,38.99911201,9.927880248,10.06764468,8.654593206,40.53075815
43.00000000000,21.32023764,22.33038517,23.45382321,23.13301607,27.55475082,22.40682975,18.32172158,10.83284002,30.02315405,34.47031240,34.14851643,33.80109756,35.28016836,32.34598352,37.47157416,39.23897313,10.07198588,10.20914677,8.775010581,40.56063275
44.00000000000,21.41012634,22.43361192,23.52874953,23.22092841,27.70795563,22.81675011,18.39795223,10.93044985,30.07278255,34.53421896,34.21847272,33.87776194,35.35537268,32.38290806,37.52811917,39.29048013,10.15736759,10.28124892,8.761747224,40.60181279
45.00000000000,21.38815466,22.40757396,23.50136318,23.18973881,27.66793829,22.74631322,18.36796427,10.89460906,30.04810289,34.49965295,34.18233397,33.84061669,35.31320618,32.36376427,37.48728922,39.24170457,10.12565224,10.25413394,8.767683793,40.58142741
46.00000000000,21.33939348,22.34562693,23.45023862,23.14024932,27.51071047,22.56046018,18.32622187,10.78966927,30.04284444,34.46819842,34.14343865,33.79563918,35.26387053,32.35383344,37.44859979,39.17925666,10.02089513,10.15032515,8.669034858,40.56891880
47.00000000000,21.30355223,22.30962656,23.43206144,23.11392549,27.48796162,22.37448283,18.20054321,10.43927099,30.02193408,34.43144944,34.10757012,33.76240697,35.21558990,32.33632586,37.39061759,39.09717741,9.669868214,9.799242594,8.323588917,40.55551483
48.00000000000,21.29576982,22.29508860,23.41924140,23.10959014,27.39808439,22.36520722,18.18700194,10.35094057,30.04738855,34.44399254,34.11548786,33.76648512,35.22037531,32.35045033,37.40369007,39.09853363,9.575908601,9.699983019,8.189969616,40.56748778
49.00000000000,21.30786294,22.09399781,19.39495930,21.09439291,24.39986462,22.75585814,18.97500682,13.55610045,30.04103185,34.45472888,34.13544837,33.79589071,35.24175021,32.35114294,37.40269417,39.10037299,12.97771003,12.46650738,8.632660257,40.57595541
50.00000000000,21.37733282,22.16139995,19.24582741,21.02650907,24.20565755,23.09136862,19.03094235,13.72134897,30.04561845,34.47840203,34.16941773,33.84058990,35.27877132,32.35917597,37.41536380,39.11748997,13.13092664,12.60727489,8.699863513,40.59327364
