time,HD_S14,HD_S13,HD_S11,HD_S12,HD_S10,HD_S16,HD_S15,HD_S17,HD_S8,HD_S4,HD_S5,HD_S6,HD_S3,HD_S7,HD_S2,HD_S1,HD_S18,HD_S19,HD_S20,HD_S9
1.000000000000,21.47630721,22.48380523,23.51298478,23.21448308,27.66918468,23.28011663,19.10665439,14.19939950,30.05113540,34.59706421,34.27523848,33.91659660,35.47205581,32.38741884,37.70723757,39.61754009,13.62238906,13.13011005,9.540949082,40.58303682
2.000000000000,21.44147716,22.43048478,23.45567650,23.16987759,27.45364074,23.20255980,19.10830846,14.19367349,30.06840997,34.55992118,34.22952422,33.86672809,35.39888549,32.38640635,37.63241998,39.47293371,13.61303434,13.11771724,9.498094940,40.58236127
3.000000000000,21.43549553,22.42915249,23.45855127,23.16364508,27.50327260,23.14978563,19.09558421,14.18325228,30.04179151,34.54468685,34.21781357,33.85767576,35.39071436,32.37103276,37.62124509,39.47815108,13.60762320,13.11693915,9.532286059,40.56830077
4.000000000000,21.42259003,22.41424950,23.45018624,23.15404552,27.48526781,23.08101576,19.08966442,14.16130649,30.04001333,34.54078446,34.21289782,33.85174534,35.38490127,32.36947304,37.61721130,39.47221702,13.58612919,13.09535987,9.499960422,40.56584684
5.000000000000,21.43934199,22.43266180,23.46466240,23.17429637,27.48974379,23.15945004,19.07283407,13.97987191,30.00865265,33.73843221,33.53909001,33.30903961,34.38748883,32.18452222,36.72277666,38.90016972,13.39982302,12.90335655,9.434683192,40.57791602
6.000000000000,21.39576114,22.38467963,23.43027985,23.13003041,27.44676459,22.95335230,19.03398985,13.86660100,29.96775576,33.66545236,33.46273715,33.23119409,34.29760498,32.14789839,36.64461961,38.81397668,13.29195823,12.79751123,9.323373483,40.55148759
7.000000000000,21.41427729,22.40657088,23.45188242,23.15529740,27.47980061,23.01651602,19.04561985,13.87026478,29.98703128,33.68318516,33.48072361,33.25004426,34.31627372,32.16020668,36.66214297,38.82838012,13.29178642,12.79312018,9.289578679,40.56772160
8.000000000000,21.39575742,22.38515072,23.43484299,23.13476077,27.45330984,22.93659494,19.04025765,13.89198543,29.97561722,33.70733612,33.50273882,33.26465515,34.36242172,32.16077259,36.73151651,38.95700622,13.31815990,12.82554428,9.366908673,40.55589200
9.000000000000,21.40893997,22.40116612,23.44875322,23.15062063,27.47905562,22.98865759,19.03438015,13.81464730,29.98562434,33.71980071,33.51610247,33.27912259,34.37730761,32.16807735,36.74550686,38.97261694,13.23494741,12.73288170,9.200925816,40.56452899
10.00000000000,21.34247502,22.33999316,23.42854144,23.12456868,27.42224759,22.63549326,18.43656188,11.07607046,29.99075039,33.71148836,33.50574583,33.26782610,34.35972542,32.16857094,36.72690115,38.93560783,10.29651217,10.41118594,8.765038546,40.56421405
11.00000000000,21.38211243,22.38211164,23.46084924,23.17030269,27.42918751,22.83090703,18.46447634,11.10387223,30.04029335,33.75385532,33.54758427,33.31045634,34.40018771,32.20014233,36.76368703,38.95649098,10.32550972,10.44271968,8.802903661,40.59823630
12.00000000000,21.31838241,22.31828189,23.42037435,23.10335671,27.46429102,22.48941587,18.45252734,11.28574738,29.95567097,33.68577334,33.48340155,33.24804867,34.33898163,32.14705508,36.70196627,38.92381609,10.52574412,10.65468686,8.869710908,40.54249020
13.00000000000,21.34271297,22.34846404,23.45306824,23.13913526,27.53274877,22.55382140,18.47575217,11.29319562,29.97882040,33.70255268,33.50228611,33.27079311,34.35279416,32.16135326,36.70402884,38.90594516,10.52706413,10.64918007,8.818069331,40.56366734
14.00000000000,21.34871929,22.36046910,23.46743389,23.14878950,27.60065671,22.55183579,18.44211657,11.20022953,29.96932260,33.69409632,33.49673403,33.26875700,34.34582536,32.15481029,36.68937825,38.88986093,10.43498898,10.55792398,8.734210975,40.56166028
15.00000000000,21.34166855,22.34606488,23.45142335,23.14008342,27.51782108,22.55207749,18.46129123,11.22954258,29.98775664,33.70716195,33.50563026,33.27322906,34.35505731,32.16628347,36.70870170,38.90736599,10.46137460,10.58159860,8.737857010,40.56796446
16.00000000000,21.40118553,22.40018017,23.47261191,23.18620367,27.44560016,22.91460788,18.59778234,11.56224621,30.05084582,33.72341143,33.51903258,33.28946702,34.34337262,32.19792570,36.67938205,38.80145498,10.78380877,10.89335015,8.973239683,40.60739456
17.00000000000,21.35303563,22.35101586,23.43339018,23.13065448,27.42921156,22.70266458,18.48654361,11.28959868,29.98539061,33.62090248,33.41933670,33.19710663,34.21406728,32.14511983,36.52677546,38.59653380,10.51734085,10.63368047,8.768497292,40.56486422
18.00000000000,21.34102073,22.34243287,23.43920478,23.12966377,27.47397680,22.59288008,18.46389819,11.24551800,30.01490232,34.22136770,33.92602443,33.60970679,34.95602785,32.28681819,37.17904805,38.98727277,10.47690998,10.59673624,8.753058253,40.56350344
19.00000000000,21.33023319,22.32765031,23.42868257,23.12070627,27.43458418,22.54459856,18.48249459,11.30224289,30.02423916,34.24254525,33.94747442,33.63050538,34.97981045,32.29721932,37.19495534,38.99654876,10.53518914,10.65687753,8.821273991,40.56425729
20.00000000000,21.37169730,22.36649404,23.44321510,23.13920547,27.47031921,22.75953918,18.83075954,12.77989238,30.02332070,34.24076488,33.94720850,33.63241816,34.97837486,32.29610617,37.18941596,38.98858225,12.11144750,11.92043710,9.103424236,40.56606772
21.00000000000,21.36712328,22.36198948,23.43749399,23.13061045,27.47679020,22.74087552,18.82446512,12.74328783,30.01068515,34.23021037,33.93755953,33.62331936,34.96831672,32.28821764,37.17754688,38.97893235,12.07125619,11.87606741,9.035217952,40.55738565
22.00000000000,21.16444449,21.65095186,13.94491087,18.31661074,20.04657015,22.59284468,18.85780451,12.80235183,30.05799916,34.27354761,33.97853694,33.66299086,35.00881486,32.32076457,37.21933039,39.00611803,12.11950636,11.91293327,8.994782478,40.59121624
23.00000000000,21.07651008,21.49968328,13.20475510,17.84431011,18.81633348,22.30216515,18.83842190,12.84832014,30.02838103,34.42305701,34.09385452,33.74424719,35.19519370,32.33915765,37.38066489,39.07331317,12.17622027,11.98104685,9.137132432,40.55836366
24.00000000000,21.06080132,21.48505576,13.15861963,17.80817144,18.74786296,22.18161897,18.80627430,12.75391176,30.00206488,34.36696551,34.04446972,33.70686614,35.11740374,32.31517256,37.26419915,38.89143391,12.08459088,11.89193128,9.067531856,40.54717883
25.00000000000,21.06735451,21.49423794,13.17253715,17.82057420,18.77504124,22.18254292,18.81838638,12.79501597,30.00753917,34.36855722,34.04725183,33.71173388,35.11673715,32.31813103,37.25643364,38.87278599,12.12676223,11.93486084,9.112124955,40.55359035
26.00000000000,21.23634856,21.96673695,18.80955200,20.70973292,23.18963492,22.53174755,18.85565228,12.89582273,30.02492334,34.38323881,34.06222302,33.72729517,35.13171246,32.32837581,37.27065879,38.88544450,12.22550085,12.03132954,9.191843074,40.56369347
27.00000000000,21.29461592,22.04511875,19.11916524,20.92806002,23.69526868,22.83459887,18.91921884,13.06099686,30.07958002,34.42864441,34.10269997,33.76335219,35.17394122,32.36243911,37.32281389,38.92946287,12.38198845,12.17885276,9.273451316,40.59472977
28.00000000000,21.33532138,22.09440014,19.16118976,20.96704869,23.82771322,23.04488631,18.93446872,13.11139422,30.08063399,34.44283550,34.12031254,33.78354080,35.19754043,32.36599844,37.34180207,38.96151361,12.43073151,12.22549916,9.309597003,40.59917872
29.00000000000,21.29276494,22.05309822,19.13622062,20.92527085,23.85863223,22.81516329,18.86870480,12.92400360,30.02708784,34.39225857,34.07181460,33.73678412,35.14670520,32.33063345,37.28879726,38.91674301,12.24967875,12.05146126,9.190811860,40.56477746
30.00000000000,21.35809930,22.22107239,21.18472879,21.97539544,25.43379499,22.97527358,19.05800233,13.96182616,30.04480037,34.43919511,34.11555126,33.77292458,35.21330818,32.34909783,37.37891124,39.05720659,13.38213227,12.88054592,9.145240009,40.57265692
